id,name,ruby,site,address,label,education,course,tel,lat,lng,near,course1,course2,course3,course4,course5,course6
76,大商学園高等学校,だいしょうがくえんこうとうがっこう,http://www.daisho.ac.jp,大阪府豊中市利倉東1-2-1,私立,共学校,商業科、普通科,06-6862-5223,34.764398,135.465331,阪急宝塚線「服部天神」西へ徒歩10分,商業科,普通科,,,,
77,太成学院大学高等学校,たいせいがくいんだいがくこうとうがっこう,http://www.taisei-hs.ac.jp,大阪府大東市諸福7-2-23,私立,共学校,スポーツ科、普通科,072-871-1921,34.70415,135.59745,JR学研都市線「鴻池新田」北徒歩7分,スポーツ科,普通科,,,,
78,高槻高等学校,たかつきこうとうがっこう,https://www.takatsuki.ed.jp,大阪府高槻市沢良木町2-5,私立,共学校,普通科,072-671-0001,34.847321,135.629705,阪急「高槻市」徒歩7分／JR「高槻」徒歩16分／京阪「枚方市」から京阪バス「松原」下車すぐ,普通科,,,,,
79,帝塚山学院高等学校,てづかやまがくいんこうとうがっこう,http://www.tezukayama.ac.jp/cyu_kou,大阪府大阪市住吉区帝塚山中3-10-51,私立,女子校,普通科,06-6672-1151,34.620498,135.498311,南海高野線「帝塚山」下車すぐ／阪堺上町線「帝塚山三丁目」徒歩2分,普通科,,,,,
80,帝塚山学院泉ヶ丘高等学校,てづかやまがくいんいずみがおかこうとうがっこう,http://www.tezuka-i-h.jp,大阪府堺市南区晴美台4-2-1,私立,共学校,普通科,072-293-1221,34.489011,135.531757,泉北高速鉄道「泉ヶ丘」から南海バス「帝塚山学院泉ヶ丘校前」下車,普通科,,,,,
81,天王寺学館高等学校,てんのうじがっかんこうとうがっこう,http://www.tg-group.ac.jp/tgkoko,大阪府大阪市平野区平野北1-10-43,私立,共学校,通信制,06-6795-1860,34.63137,135.552064,JR大和路線「平野」駅前／大阪メトロ千日前線「南巽」より479号線を南に徒歩約20分／大阪メトロ谷町線「平野」より479号線を北に徒歩約20分,通信制,,,,,
82,東海大学付属大阪仰星高等学校,とうかいだいがくふぞくおおさかぎょうせいこうとうがっこう,http://www.tokai.ed.jp/gyosei/,大阪府枚方市桜丘町60-1,私立,共学校,普通科,072-849-7211,34.805995,135.669563,京阪交野線「村野」徒歩10分／近鉄学園前～登美が丘～白庭台～田原台スクールバス,普通科,,,,,
83,同志社香里高等学校,どうししゃこうりこうとうがっこう,http://www.kori.doshisha.ac.jp,大阪府寝屋川市三井南町15-1,私立,共学校,普通科,072-831-0285,34.773487,135.635891,京阪「香里園」南東徒歩約18分,普通科,,,,,
84,東朋学園高等学校,とうほうがくえんこうとうがっこう,http://www.okazakitoho.ed.jp/,大阪府大阪市天王寺区城南寺町7-28,私立,共学校,通信制,06-6761-3111,34.669412,135.522269,近鉄大阪線「大阪上本町駅」徒歩約7　分／大阪メトロ「谷町九丁目」11番出口徒歩約10分／JR大阪環状線「鶴橋」中央改札徒歩約13分／大阪シティバス「上本町六丁目」バス停徒歩約7分,通信制,,,,,
85,長尾谷高等学校,ながおだにこうとうがっこう,http://www.nagaodani.ed.jp,大阪府枚方市長尾元町2-29-27,私立,共学校,通信制,072-850-9111,34.826514,135.707514,阪急「中津」南西350ｍ／JR「大阪」北1200ｍ／大阪メトロ「中津」南西850ｍ／阪急「大阪梅田」西1500ｍ,通信制,,,,,
86,浪速高等学校,なにわこうとうがっこう,http://www.naniwa.ed.jp/,大阪府大阪市住吉区山之内2-13-57,私立,共学校,普通科,06-6693-4031,34.598002,135.50111,大阪メトロ御堂筋線「あびこ」徒歩約14分／JR阪和線「我孫子町」「杉本町」徒歩9分／南海高野線「我孫子前」徒歩6分,普通科,,,,,
87,梅花高等学校,ばいかこうとうがっこう,http://www.baika-jh.ed.jp,大阪府豊中市上野西1-5-30,私立,女子校,普通科,06-6852-0001,34.790501,135.47151,阪急宝塚線「豊中」徒歩約13分／北大阪急行「千里中央」「桃山台」から阪急バス「梅花学園前」下車すぐ／大阪モノレール「少路」からスクールバス20分,普通科,,,,,
88,羽衣学園高等学校,はごろもがくえんこうとうがっこう,http://www.hagoromogakuen.ed.jp/,大阪府高石市東羽衣1-11-57,私立,共学校,普通科,072-265-7561,34.534582,135.445209,南海「羽衣」・JR阪和線「東羽衣」徒歩4分,普通科,,,,,
89,初芝富田林高等学校,はつしばとんだばやしこうとうがっこう,http://www.hatsushiba.ed.jp/tondabayashi/,大阪府富田林市彼方1801,私立,共学校,普通科,0721-34-1010,34.471304,135.589974,近鉄長野線「滝谷不動」南東徒歩20分／南海「河内長野」・近鉄長野線「滝谷不動」・泉北高速鉄道「泉ヶ丘」・「和泉中央」・南海本線「岸和田」・JR阪和線「和泉府中」・「久米田」からスクールバス,普通科,,,,,
90,初芝立命館高等学校,はつしばりつめいかんこうとうがっこう,http://www.hatsushiba.ed.jp/ritsumeikan/,大阪府堺市東区西野194-1,私立,共学校,体育科、普通科,072-235-3900,34.511311,135.542601,南海高野線「北野田」徒歩15分,体育科,普通科,,,,
91,阪南大学高等学校,はんなんだいがくこうとうがっこう,http://www.hdk.ed.jp/,大阪府松原市河合2-10-65,私立,共学校,普通科,072-332-1221,34.570294,135.544074,「天王寺」「大阪阿部野橋」約20分／堺・堺市・堺東から南海バス「高見ノ里」下車,普通科,,,,,
92,PL学園高等学校,びーえるがくえんこうとうがっこう,https://web.pl-gakuen.ac.jp/,大阪府富田林市喜志2055,私立,共学校,普通科,0721-24-5132,34.52244,135.595582,近鉄長野線「喜志」西徒歩15分,普通科,,,,,
93,東大阪大学柏原高等学校,ひがしおおさかだいがくかしわらこうとうがっこう,http://www.kashiwara.ed.jp/,大阪府柏原市本郷5-993,私立,男子校,普通科,072-972-1565,34.590597,135.609328,JR大和路線「志紀」・「柏原」徒歩15分／近鉄大阪線「法善寺」「堅下」徒歩20分／近鉄道明寺線「柏原」徒歩5分,普通科,,,,,
94,東大阪大学敬愛高等学校,ひがしおおさかだいがくけいあいこうとうがっこう,http://www.higashiosaka-hs.ac.jp/keiai,大阪府東大阪市西堤学園町3-1-1,私立,共学校,普通科,06-6782-2881,34.676379,135.581047,JRおおさか東線「高井田中央」徒歩15分／近鉄奈良線「河内小阪」徒歩15分・近鉄バス「東大阪大学前」下車徒歩10分／大阪メトロ中央線「高井田」・「長田」徒歩15分,普通科,,,,,
95,東大谷高等学校,ひがしおおたにこうとうがっこう,http://www.higashiohtani.ac.jp,大阪府堺市南区三原台 2-2-2,私立,共学校,普通科,072-289-8069,34.501871,135.513995,泉北高速鉄道「泉ケ丘」徒歩8分,普通科,,,,,
96,プール学院高等学校,ぷーるがくいんこうとうがっこう,http://www.poole.ed.jp,大阪府大阪市生野区勝山北1-19-31,私立,女子校,普通科,06-6741-7005,34.655027,135.528072,JR環状線「桃谷」徒歩7分,普通科,,,,,
97,箕面学園高等学校,みのおがくえんこうとうがっこう,http://www.minohgakuen.ed.jp,大阪府箕面市箕面7-7-31,私立,共学校,普通科,072-723-6551,34.834972,135.46443,阪急箕面線「箕面」西へ徒歩5分／御堂筋線・大阪モノレール「千里中央」から阪急バス「箕面」下車西へ徒歩5分,普通科,,,,,
98,箕面自由学園高等学校,みのおじゆうがくえんこうとうがっこう,https://mino-jiyu.ed.jp/,大阪府豊中市宮山町4-21-1,私立,共学校,普通科,06-6852-8110,34.811672,135.463124,阪急箕面線「桜井」南徒歩約7分／御堂筋線・大阪モノレール「千里中央」から阪急バス「春日町4丁目」下車徒歩約7分／大阪モノレール「柴原」徒歩約20分／JR京都線「茨木」から阪急バス「南桜井」下車すぐ,普通科,,,,,
99,明浄学院高等学校,めいじょうがくいんこうとうがっこう,http://www.meijo.ed.jp,大阪府大阪市阿倍野区文の里3-15-7,私立,共学校,普通科、看護科,06-6623-0016,34.63559,135.521372,大阪メトロ谷町線「文の里」東徒歩3分／大阪メトロ御堂筋線「昭和町」北東徒歩6分／JR阪和線「美章園」南西徒歩5分／近鉄南大阪線「北田辺」北西徒歩10分,普通科,看護科,,,,
100,明星高等学校,みょうじょうこうとうがっこう,http://www.meisei.ed.jp,大阪府大阪市天王寺区餌差町5-44,私立,男子校,普通科,06-6761-5606,34.672371,135.52506,JR大阪環状線「玉造」徒歩10分／大阪メトロ長堀鶴見緑地線「玉造」徒歩7分／近鉄「大阪上本町」徒歩12分／大阪メトロ谷町線「谷町六丁目」徒歩12分,普通科,,,,,
101,桃山学院高等学校,ももやまがくいんこうとうがっこう,http://www.momoyamagakuin-h.ed.jp/,大阪府大阪市阿倍野区昭和町3-1-64,私立,共学校,普通科,06-6621-1181,34.629445,135.516578,大阪メトロ御堂筋線「昭和町」徒歩5分／大阪メトロ谷町線「文の里」徒歩8分／JR阪和線「南田辺」徒歩10分,普通科,,,,,
102,八洲学園高等学校,やしまがくえんこうとうがっこう,http://www.yashima.ac.jp/hs/,大阪府堺市西区鳳中町8-3-25,私立,共学校,通信制,072-262-8281,34.534687,135.453022,JR「鳳」西出口より徒歩8分,通信制,,,,,
103,履正社高等学校,りせいしゃこうとうがっこう,http://riseisha.ed.jp/h_school/,大阪府豊中市長興寺南4-3-19,私立,共学校,普通科,06-6864-0456,34.775291,135.480309,阪急宝塚線「曽根」東へ徒歩15分／北大阪急行「緑地公園駅」西へ徒歩18分,普通科,,,,,
104,YMCA学院高等学校,わいえむしいえいがくいんこうとうがっこう,http://www.ymcagakuin.ac.jp,大阪府大阪市天王寺区生玉寺町1-3,私立,共学校,通信制,06-6779-5690,34.663032,135.5147,大阪メトロ谷町線・千日前線「谷町九丁目」3番出口より徒歩4分／大阪メトロ谷町線「四天王寺前夕陽ヶ丘」徒歩7分／近鉄「大阪上本町」徒歩約7分,通信制,,,,,
105,早稲田摂陵高等学校,わせだせつりょうこうとうがっこう,http://www.waseda-setsuryo.ed.jp,大阪府茨木市宿久庄7-20-1,私立,共学校,普通科,072-643-6363,34.846013,135.528846,阪急「茨木市」「北千里」「石橋」／北大阪急行・大阪モノレール「千里中央」／JR「茨木」からスクールバス／大阪モノレール「彩都西」から阪急バス「彩都あさぎ三丁目」下車徒歩1分,普通科,,,,,
106,芥川高等学校,あくたがわこうとうがっこう,https://www.osaka-c.ed.jp/akutagawa/,大阪府高槻市浦堂1-12-1,公立,共学校,普通科,072-689-0109,34.861548,135.601541,JR「高槻」より高槻市バス「緑ヶ丘」下車北西250ｍ,普通科,,,,,
107,旭高等学校,あさひこうとうがっこう,https://www.osaka-c.ed.jp/asahi/,大阪府大阪市旭区高殿5-6-41,公立,共学校,普通科、国際教養科,06-6951-3133,34.719211,135.541845,京阪「関目」徒歩12分・「森小路」徒歩13分／大阪メトロ谷町線「関目高殿」徒歩5番出口7分／大阪メトロ今里筋線「関目成育」徒歩12分,普通科,国際教養科,,,,
108,芦間高等学校,あしまこうとうがっこう,https://www.osaka-c.ed.jp/ashima/,大阪府守口市外島町1-43,公立,共学校,総合学科,06-6993-7687,34.741705,135.563096,大阪メトロ谷町線「守口」北400ｍ／京阪「守口市」北900ｍ,総合学科,,,,,
109,阿武野高等学校,あぶのこうとうがっこう,https://www.osaka-c.ed.jp/abuno/,大阪府高槻市氷室町3-38-1,公立,共学校,普通科,072-693-4670,34.848037,135.585335,JR「摂津富田」からバス「氷室」下車西300ｍ,普通科,,,,,
110,阿倍野高等学校,あべのこうとうがっこう,https://www.osaka-c.ed.jp/abeno/,大阪府大阪市阿倍野区阪南町1-30-34,公立,共学校,普通科,06-6628-1461,34.635998,135.514607,大阪メトロ御堂筋線「昭和町」西400ｍ／大阪メトロ谷町線「文の里」西600ｍ／JR阪堺上町線「松虫」東700ｍ,普通科,,,,,
111,生野工業高等学校,いくのこうぎょうこうとうがっこう,https://www3.osaka-c.ed.jp/ikuno-t,大阪府大阪市生野区生野東2-3-66,公立,共学校,機械科、電気科、電子機械科,06-6731-5551,34.647329,135.530614,JR環状線「寺田町」東800ｍ,機械科,電気科,電子機械科,,,
112,生野高等学校,いくのこうとうがっこう,https://www.osaka-c.ed.jp/ikuno/,大阪府松原市新堂1-552,公立,共学校,文理学科,072-332-0531,34.572037,135.554312,近鉄南大阪線「河内松原」南西600ｍ,文理学科,,,,,
113,池田高等学校,いけだこうとうがっこう,https://www.osaka-c.ed.jp/ikeda/,大阪府池田市旭丘2-2-1,公立,共学校,普通科,072-761-1131,34.820091,135.448372,阪急宝塚線「石橋阪大前」北東1．5ｋｍ,普通科,,,,,
114,泉尾工業高等学校,いずおこうぎょうこうとうがっこう,https://www3.osaka-c.ed.jp/izuo-t,大阪府大阪市大正区泉尾5-16-7,公立,共学校,機械科、電気科、工業化学科、セラミック科、ファッション工学科,06-6552-2221,34.654835,135.46823,JR環状線「大正」・大阪メトロ「大正」から大阪市バス「泉尾四丁目」下車・「南泉尾」下車西300ｍ,機械科,電気科,工業化学科,セラミック科,ファッション工学科,
115,泉大津高等学校,いずみおおつこうとうがっこう,https://www.osaka-c.ed.jp/izumiohtsu/,大阪府泉大津市北豊中町1-1-1,公立,共学校,普通科,0725-32-2876,34.498073,135.42265,南海本線「泉大津」東2ｋｍ／JR阪和線「和泉府中」北1．7ｋｍ,普通科,,,,,
116,和泉高等学校,いずみこうとうがっこう,https://www.osaka-c.ed.jp/izumi/,大阪府岸和田市土生町1-2-1,公立,共学校,普通科、グローバル科,072-423-1926,34.453517,135.383396,南海本線「岸和田」東1ｋｍ／JR阪和線「東岸和田」西800ｍ,普通科,グローバル科,,,,
117,和泉総合高等学校,いずみそうごうこうとうがっこう,https://www.osaka-c.ed.jp/izumi-t/,大阪府和泉市冨秋町1-14-4,公立,共学校,総合学科（エンパワメントスクール）,0725-41-1250,34.504034,135.431263,JR阪和線「信太山」北西500ｍ／南海本線「北助松」南東1．9ｋｍ,総合学科（エンパワメントスクール）,,,,,
118,市岡高等学校,いちおかこうとうがっこう,https://www.osaka-c.ed.jp/ichioka/,大阪府大阪市港区市岡元町2-12-12,公立,共学校,普通科単位制,06-6582-0330,34.666742,135.466251,JR環状線・大阪メトロ中央線「弁天町」東南東約400ｍ,普通科単位制,,,,,
119,いちりつ高等学校,いちりつこうとうがっこう,https://www3.osaka-c.ed.jp/ichiritsu,大阪府枚方市北中振2-8-1,公立,共学校,普通科、理数科、英語科,072-833-0101,34.795831,135.633527,京阪「光善寺」東約350ｍ,普通科,理数科,英語科,,,
120,茨木工科高等学校,いばらきこうかこうとうがっこう,https://www.osaka-c.ed.jp/ibaraki-t/,大阪府茨木市春日5-6-41,公立,共学校,工業に関する学科【機械系・電気系・環境化学システム系・工学系】,072-623-1331,34.825189,135.564304,JR「茨木」北1．1ｋｍ・「総持寺」西1．1ｋｍ／阪急「茨木市」北西約1．8ｋｍ／阪急バス「春日」下車東300ｍ「上穂積」下車北東500ｍ,工業に関する学科【機械系・電気系・環境化学システム系・工学系】,,,,,
121,茨木高等学校,いばらきこうとうがっこう,https://www.osaka-c.ed.jp/ibaraki/,大阪府茨木市新庄町12-1,公立,共学校,文理学科,072-622-3423,34.813776,135.571126,阪急京都線「茨木市」南西650ｍ／JR「茨木」東750ｍ,文理学科,,,,,
122,茨木西高等学校,いばらきにしこうとうがっこう,https://www.osaka-c.ed.jp/ibarakinishi/,大阪府茨木市紫明園10-68,公立,共学校,普通科,072-625-5711,34.812846,135.549935,大阪モノレール「宇野辺」徒歩900ｍ／JR「茨木」徒歩1800ｍ,普通科,,,,,
123,今宮工科高等学校,いまみやこうかこうとうがっこう,https://www.osaka-c.ed.jp/imamiya-t/,大阪府大阪市西成区出城1-1-6,公立,共学校,工業に関する学科【機械系・電気系・建築系・グラフィックデザイン系・工学系】,06-6631-0055,34.65026,135.496286,JR環状線・南海本線「新今宮」西400ｍ／大阪メトロ御堂筋線・四つ橋線「大国町」南600ｍ／大阪メトロ堺筋線「動物園前」西600ｍ／大阪メトロ四ツ橋線「花園」北600ｍ,工業に関する学科【機械系・電気系・建築系・グラフィックデザイン系・工学系】,,,,,
124,今宮高等学校,いまみやこうとうがっこう,https://www.osaka-c.ed.jp/imamiya/,大阪府大阪市浪速区戎本町2-7-39,公立,共学校,総合学科,06-6641-2612,34.651921,135.498311,大阪メトロ御堂筋線「大国町」南300ｍ／JR環状線・南海「新今宮」北西300ｍ,総合学科,,,,,
125,園芸高等学校,えんげいこうとうがっこう,https://osaka-engei.ed.jp/,大阪府池田市八王寺2-5-1,公立,共学校,農業に関する学科【フラワーファクトリ・環境緑化・バイオサイエンス】,072-761-8830,34.810184,135.434627,阪急宝塚線「石橋」西1．2ｋｍ,農業に関する学科【フラワーファクトリ・環境緑化・バイオサイエンス】,,,,,
126,桜和高等学校,おうわこうとうがっこう,https://www3.osaka-c.ed.jp/owa,大阪府大阪市北区松ヶ枝町1-38,公立,共学校,教育文理学科,06-6351-0036,34.69898,135.517421,大阪メトロ谷町線・堺筋線「南森町」北東800ｍ／JR東西線「大阪天満橋」北東600ｍ／JR環状線「桜ノ宮」南西900ｍ／大阪シティバス［東天満］北150ｍ,教育文理学科,,,,,
127,大阪公立大学工業高等専門学校,おおさかこうりつだいがくこうぎょうこうとうせんもんがっこう,https://www.ct.omu.ac.jp/,大阪府寝屋川市幸町26-12,公立,共学校,本科、専攻科,072-821-6401,34.770453,135.629004,京阪本線「寝屋川市」徒歩北東約15分／京阪バス「寝屋川警察署前」下車徒歩約3分,本科,専攻科,,,,
128,大阪ビジネスフロンティア高等学校,おおさかびじねすふろんてぃあこうとうがっこう,https://www.osaka-c.ed.jp/obf-b,大阪府大阪市天王寺区烏ヶ辻2-9-26,公立,共学校,グローバルビジネス科,06-6772-7961,34.655489,135.524535,JR環状線「桃谷」南西400ｍ／大阪メトロ谷町線「四天王寺前夕陽ヶ丘」東1000ｍ,グローバルビジネス科,,,,,
129,大阪わかば高等学校,おおさかわかばこうとうがっこう,https://www2.osaka-c.ed.jp/osakawakaba/,大阪府大阪市生野区巽東3-10-75,公立,共学校,多部制単位制１・２部【普通科】,06-6757-9171,34.651308,135.559395,大阪メトロ千日前線「北巽」東約500ｍ／JRおおさか東線「JR長瀬」西1200ｍ,多部制単位制１・２部【普通科】,,,,,
130,大塚高等学校,おおつかこうとうがっこう,https://www.osaka-c.ed.jp/ohtsuka/,大阪府松原市西大塚2-1005,公立,共学校,普通科、体育科,072-332-7515,34.569214,135.566112,近鉄南大阪線「河内松原」南東約1．4ｋｍ／近鉄バス・南海バス「近鉄河内松原駅前」下車、南東1．4Ｋｍ,普通科,体育科,,,,
131,大手前高等学校,おおてまえこうとうがっこう,https://www.osaka-c.ed.jp/otemae/,大阪府大阪市中央区大手前2-1-11,公立,共学校,文理学科,06-6941-0051,34.687256,135.519837,大阪メトロ谷町線「天満橋」3番出口東南400ｍ／京阪「天満橋」3番出口東南500ｍ／大阪市バス「大手前」,文理学科,,,,,
132,鳳高等学校,おおとりこうとうがっこう,https://www.osaka-c.ed.jp/ohtori/,大阪府堺市西区原田150,公立,共学校,普通科単位制,072-271-5151,34.517657,135.458268,JR阪和線「富木」南東1．2ｋｍ・「鳳」南東1．7ｋｍ／南海本線「高石」南東2．7ｋｍ／南海バス［草部］西500ｍ,普通科単位制,,,,,
133,貝塚高等学校,かいづかこうとうがっこう,https://www.osaka-c.ed.jp/kaizuka/,大阪府貝塚市畠中1-1-1,公立,共学校,総合学科,072-423-1401,34.440358,135.358197,南海本線「貝塚」東800ｍ,総合学科,,,,,
134,貝塚南高等学校,かいづかみなみこうとうがっこう,https://www.osaka-c.ed.jp/kaizukaminami/,大阪府貝塚市橋本620,公立,共学校,普通科,072-432-2004,34.422239,135.367265,JR阪和線「和泉橋本」南東1，2Ｋｍ／水間鉄道水間線「清児」南西700ｍ,普通科,,,,,
135,懐風館高等学校,かいふうかんこうとうがっこう,https://www.osaka-c.ed.jp/kaifukan/,大阪府羽曳野市大黒776,公立,共学校,普通科,072-957-0001,34.539342,135.622517,近鉄南大阪線「駒ヶ谷」南1，1Ｋｍ・「古市」南東2，6Ｋｍ／近鉄長野線「喜志」北東2，9Ｋｍ／近鉄大阪線「河内国分」南南西3，8Ｋｍ,普通科,,,,,
136,春日丘高等学校,かすががおかこうとうがっこう,https://www.osaka-c.ed.jp/kasugaoka/,大阪府茨木市春日2-1-2,公立,共学校,普通科,072-623-2061,34.818483,135.56093,JR「茨木」北西約300ｍ／阪急京都線「茨木市」西約1400ｍ／大阪モノレール「宇野辺」北約1300ｍ,普通科,,,,,
137,交野高等学校,かたのこうとうがっこう,https://www2.osaka-c.ed.jp/katano/,大阪府交野市寺南野10-1,公立,共学校,普通科,072-891-9251,34.781794,135.688783,京阪交野線「泉河内森」約1．2ｋｍ／JR学研都市線「河内磐船」約1ｋｍ,普通科,,,,,
138,門真なみはや高等学校,かどまなみはやこうとうがっこう,https://www.osaka-c.ed.jp/kadomanamihaya/,大阪府門真市島頭4-9-1,公立,共学校,総合学科,072-881-2331,34.727805,135.60907,京阪「大和田」から京阪バス「門真団地」北東200ｍ／JR「住道」から近鉄バス「下馬伏」西800ｍ／大阪メトロ「門真南」から京阪バス「門真団地」北東200ｍ,総合学科,,,,,
139,門真西高等学校,かどまにしこうとうがっこう,https://www.osaka-c.ed.jp/kadomanishi/,大阪府門真市柳田町29-1,公立,共学校,普通科,06-6909-0318,34.728839,135.591044,京阪「古川橋」南約1．5ｋｍ／京阪バス「試験場前」下車,普通科,,,,,
140,金岡高等学校,かなおかこうとうがっこう,https://www.osaka-c.ed.jp/kanaoka/,大阪府堺市北区金岡町2651,公立,共学校,普通科,072-257-1431,34.553306,135.526322,南海高野線「初芝」北1，5Ｋｍ・「白鷺」北東1，6ｋｍ／御堂筋線「なかもず」2Ｋｍ,普通科,,,,,
141,河南高等学校,かなんこうとうがっこう,https://www.osaka-c.ed.jp/kanan/,大阪府富田林市錦ヶ丘町1-15,公立,共学校,普通科,0721-23-2081,34.499788,135.59109,近鉄長野線「富田林西口」西400ｍ／南海高野線「金剛」駅より東へ自転車で15～20分,普通科,,,,,
142,岸和田高等学校,きしわだこうとうがっこう,https://www.osaka-c.ed.jp/kishiwada/,大阪府岸和田市岸城町10-1,公立,共学校,文理学科,072-422-3691,34.458289,135.372052,南海本線「蛸地蔵」北東300ｍ・「岸和田」南西700ｍ,文理学科,,,,,
143,岸和田市立産業高等学校,きしわだしりつさんぎょうこうとうがっこう,http://www.kishisan-h.ed.jp/,大阪府岸和田市別所町3-33-1,公立,共学校,デザインシステム科 、商業科、情報科,072-422-4861,34.460496,135.389444,南海本線「岸和田」東1200ｍ／JR阪和線「下松」西800ｍ,デザインシステム科,商業科,情報科,,,
144,北かわち皐が丘高等学校,きたかわちさつきがおかこうとうがっこう,https://www2.osaka-c.ed.jp/kitakawachisatsukigaoka/,大阪府寝屋川市寝屋北町1-1,公立,共学校,普通科,072-822-2241,34.77466,135.655661,JR学研都市線「星田」北西約1300ｍ／京阪「寝屋川市」から京阪バス「寝屋川団地口」下車約400ｍ,普通科,,,,,
145,北千里高等学校,きたせんりこうとうがっこう,https://www.osaka-c.ed.jp/kitasenri/,大阪府吹田市藤白台5-6-1,公立,共学校,普通科,06-6872-0535,34.828921,135.506983,阪急千里線「北千里」北約1ｋｍ／「北千里」から阪急バス、北大阪急行・大阪モノレール「千里中央」より阪急バス「藤白台五丁目」下車南へ200ｍ,普通科,,,,,
146,北野高等学校,きたのこうとうがっこう,https://www.osaka-c.ed.jp/kitano/,大阪府大阪市淀川区新北野2-5-13,公立,共学校,文理学科,06-6303-5661,34.716289,135.477052,阪急宝塚線「十三」南西700ｍ／JR「塚本」東1100ｍ,文理学科,,,,,
147,教育センター附属高等学校,きょういくせんたーふぞくこうとうがっこう,https://www.osaka-c.ed.jp/partner/,大阪府大阪市住吉区苅田4-1-72,公立,共学校,普通科単位制,06-6692-0006,34.602054,135.521146,大阪メトロ御堂筋線「あびこ」東北東1．2ｋｍ／JR阪和線「我孫子町」東1．6ｋｍ／近鉄南大阪線「矢田」西南西1．5ｋｍ,普通科単位制,,,,,
148,柴島高等学校,くにじまこうとうがっこう,https://www.osaka-c.ed.jp/kunijima/,大阪府大阪市東淀川区柴島1-7-106,公立,共学校,総合学科,06-6323-8351,34.729114,135.510243,阪急京都線「崇禅寺」下車すぐ／阪急千里線「柴島」北西200ｍ／大阪市バス「長柄橋北詰」下車北400ｍ,総合学科,,,,,
149,久米田高等学校,くめだこうとうがっこう,https://www.osaka-c.ed.jp/kumeda/,大阪府岸和田市額原町1100,公立,共学校,普通科,072-443-6651,34.461831,135.398298,南海本線「岸和田」「和泉大宮」からバス「市民病院前」下車／JR阪和線「下松」西700ｍ,普通科,,,,,
150,工芸高等学校,こうげいこうとうがっこう,https://www3.osaka-c.ed.jp/kogei-t,大阪府大阪市阿倍野区文の里1-7-2,公立,共学校,建築デザイン科、インテリアデザイン科、ビジュアルデザイン科、映像デザイン科、プロダクトデザイン科、美術科,06-6623-0485,34.637883,135.518871,大阪メトロ谷町線「文の里」北200ｍ／御堂筋線「昭和町」北500ｍ／JR阪和線「美章園」西500ｍ,建築デザイン科,インテリアデザイン科,ビジュアルデザイン科,映像デザイン科,プロダクトデザイン科,美術科
